id,username,password,city
5860,user5860,pass5860,Semarang
5861,user5861,pass5861,Palembang
5862,user5862,pass5862,Salor
5863,user5863,pass5863,Tanjung Selor
5864,user5864,pass5864,Manado
5865,user5865,pass5865,Banda Aceh
5866,user5866,pass5866,Yogyakarta
5867,user5867,pass5867,Medan
5868,user5868,pass5868,Kendari
5869,user5869,pass5869,Samarinda
5870,user5870,pass5870,Surabaya
5871,user5871,pass5871,Ambon
5872,user5872,pass5872,Kendari
5873,user5873,pass5873,Jakarta
5874,user5874,pass5874,Bengkulu
5875,user5875,pass5875,Walesi
5876,user5876,pass5876,Surabaya
5877,user5877,pass5877,Wanggar
5878,user5878,pass5878,Yogyakarta
5879,user5879,pass5879,Mamuju
5880,user5880,pass5880,Sorong
5881,user5881,pass5881,Serang
5882,user5882,pass5882,Tanjung Pinang
5883,user5883,pass5883,Jakarta
5884,user5884,pass5884,Samarinda
5885,user5885,pass5885,Pontianak
5886,user5886,pass5886,Padang
5887,user5887,pass5887,Sofifi
5888,user5888,pass5888,Wanggar
5889,user5889,pass5889,Serang
5890,user5890,pass5890,Jambi
5891,user5891,pass5891,Sorong
5892,user5892,pass5892,Sorong
5893,user5893,pass5893,Bandung
5894,user5894,pass5894,Wanggar
5895,user5895,pass5895,Bengkulu
5896,user5896,pass5896,Palu
5897,user5897,pass5897,Sorong
5898,user5898,pass5898,Palembang
5899,user5899,pass5899,Medan
5900,user5900,pass5900,Gorontalo
5901,user5901,pass5901,Banda Aceh
5902,user5902,pass5902,Bengkulu
5903,user5903,pass5903,Tanjung Pinang
5904,user5904,pass5904,Manokwari
5905,user5905,pass5905,Tanjung Selor
5906,user5906,pass5906,Palangkaraya
5907,user5907,pass5907,Serang
5908,user5908,pass5908,Padang
5909,user5909,pass5909,Jambi
5910,user5910,pass5910,Yogyakarta
5911,user5911,pass5911,Denpasar
5912,user5912,pass5912,Manokwari
5913,user5913,pass5913,Bandung
5914,user5914,pass5914,Bandar Lampung
5915,user5915,pass5915,Pekanbaru
5916,user5916,pass5916,Ambon
5917,user5917,pass5917,Bengkulu
5918,user5918,pass5918,Kendari
5919,user5919,pass5919,Ambon
5920,user5920,pass5920,Palu
5921,user5921,pass5921,Tanjung Pinang
5922,user5922,pass5922,Gorontalo
5923,user5923,pass5923,Semarang
5924,user5924,pass5924,Ambon
5925,user5925,pass5925,Pontianak
5926,user5926,pass5926,Manokwari
5927,user5927,pass5927,Padang
5928,user5928,pass5928,Bengkulu
5929,user5929,pass5929,Pontianak
5930,user5930,pass5930,Jakarta
5931,user5931,pass5931,Denpasar
5932,user5932,pass5932,Jambi
5933,user5933,pass5933,Surabaya
5934,user5934,pass5934,Banda Aceh
5935,user5935,pass5935,Yogyakarta
5936,user5936,pass5936,Pangkal Pinang
5937,user5937,pass5937,Jayapura
5938,user5938,pass5938,Pangkal Pinang
5939,user5939,pass5939,Jambi
5940,user5940,pass5940,Sofifi
5941,user5941,pass5941,Serang
5942,user5942,pass5942,Wanggar
5943,user5943,pass5943,Pekanbaru
5944,user5944,pass5944,Palu
5945,user5945,pass5945,Gorontalo
5946,user5946,pass5946,Ambon
5947,user5947,pass5947,Sorong
5948,user5948,pass5948,Salor
5949,user5949,pass5949,Mataram
5950,user5950,pass5950,Salor
5951,user5951,pass5951,Pangkal Pinang
5952,user5952,pass5952,Palembang
5953,user5953,pass5953,Medan
5954,user5954,pass5954,Ambon
5955,user5955,pass5955,Palu
5956,user5956,pass5956,Salor
5957,user5957,pass5957,Serang
5958,user5958,pass5958,Yogyakarta
5959,user5959,pass5959,Denpasar
5960,user5960,pass5960,Palu
5961,user5961,pass5961,Pontianak
5962,user5962,pass5962,Makassar
5963,user5963,pass5963,Gorontalo
5964,user5964,pass5964,Walesi
5965,user5965,pass5965,Jakarta
5966,user5966,pass5966,Samarinda
5967,user5967,pass5967,Salor
5968,user5968,pass5968,Wanggar
5969,user5969,pass5969,Tanjung Selor
5970,user5970,pass5970,Manado
5971,user5971,pass5971,Jakarta
5972,user5972,pass5972,Jakarta
5973,user5973,pass5973,Wanggar
5974,user5974,pass5974,Kupang
5975,user5975,pass5975,Jayapura
5976,user5976,pass5976,Sofifi
5977,user5977,pass5977,Pangkal Pinang
5978,user5978,pass5978,Serang
5979,user5979,pass5979,Manado
5980,user5980,pass5980,Bengkulu
5981,user5981,pass5981,Pekanbaru
5982,user5982,pass5982,Yogyakarta
5983,user5983,pass5983,Tanjung Pinang
5984,user5984,pass5984,Ambon
5985,user5985,pass5985,Kendari
5986,user5986,pass5986,Jayapura
5987,user5987,pass5987,Medan
5988,user5988,pass5988,Palembang
5989,user5989,pass5989,Kupang
5990,user5990,pass5990,Mamuju
5991,user5991,pass5991,Yogyakarta
5992,user5992,pass5992,Wanggar
5993,user5993,pass5993,Sorong
5994,user5994,pass5994,Palangkaraya
5995,user5995,pass5995,Tanjung Selor
5996,user5996,pass5996,Palu
5997,user5997,pass5997,Bengkulu
5998,user5998,pass5998,Samarinda
5999,user5999,pass5999,Tanjung Selor
6000,user6000,pass6000,Pangkal Pinang
6001,user6001,pass6001,Pangkal Pinang
6002,user6002,pass6002,Tanjung Pinang
6003,user6003,pass6003,Banjarmasin
6004,user6004,pass6004,Bandung
6005,user6005,pass6005,Samarinda
6006,user6006,pass6006,Ambon
6007,user6007,pass6007,Mataram
6008,user6008,pass6008,Bengkulu
6009,user6009,pass6009,Bandung
6010,user6010,pass6010,Tanjung Pinang
6011,user6011,pass6011,Palembang
6012,user6012,pass6012,Tanjung Selor
6013,user6013,pass6013,Kupang
6014,user6014,pass6014,Banjarmasin
6015,user6015,pass6015,Pekanbaru
6016,user6016,pass6016,Tanjung Pinang
6017,user6017,pass6017,Samarinda
6018,user6018,pass6018,Tanjung Selor
6019,user6019,pass6019,Gorontalo
6020,user6020,pass6020,Kupang
6021,user6021,pass6021,Semarang
6022,user6022,pass6022,Ambon
6023,user6023,pass6023,Pekanbaru
6024,user6024,pass6024,Pontianak
6025,user6025,pass6025,Pontianak
6026,user6026,pass6026,Sorong
6027,user6027,pass6027,Pontianak
6028,user6028,pass6028,Banda Aceh
6029,user6029,pass6029,Denpasar
6030,user6030,pass6030,Gorontalo
6031,user6031,pass6031,Gorontalo
6032,user6032,pass6032,Bandung
6033,user6033,pass6033,Banjarmasin
6034,user6034,pass6034,Palu
6035,user6035,pass6035,Medan
6036,user6036,pass6036,Banjarmasin
6037,user6037,pass6037,Tanjung Pinang
6038,user6038,pass6038,Jakarta
6039,user6039,pass6039,Jayapura
6040,user6040,pass6040,Palangkaraya
6041,user6041,pass6041,Mataram
6042,user6042,pass6042,Palembang
6043,user6043,pass6043,Gorontalo
6044,user6044,pass6044,Palembang
6045,user6045,pass6045,Padang
6046,user6046,pass6046,Tanjung Pinang
6047,user6047,pass6047,Salor
6048,user6048,pass6048,Samarinda
6049,user6049,pass6049,Semarang
6050,user6050,pass6050,Mataram
6051,user6051,pass6051,Palu
6052,user6052,pass6052,Medan
6053,user6053,pass6053,Wanggar
6054,user6054,pass6054,Pontianak
6055,user6055,pass6055,Jayapura
6056,user6056,pass6056,Palangkaraya
6057,user6057,pass6057,Denpasar
6058,user6058,pass6058,Kupang
6059,user6059,pass6059,Pangkal Pinang
6060,user6060,pass6060,Sorong
6061,user6061,pass6061,Jayapura
6062,user6062,pass6062,Sofifi
6063,user6063,pass6063,Gorontalo
6064,user6064,pass6064,Wanggar
6065,user6065,pass6065,Palu
6066,user6066,pass6066,Medan
6067,user6067,pass6067,Walesi
6068,user6068,pass6068,Bengkulu
6069,user6069,pass6069,Sofifi
6070,user6070,pass6070,Bengkulu
6071,user6071,pass6071,Wanggar
6072,user6072,pass6072,Palembang
6073,user6073,pass6073,Pangkal Pinang
6074,user6074,pass6074,Bandar Lampung
6075,user6075,pass6075,Medan
6076,user6076,pass6076,Palangkaraya
6077,user6077,pass6077,Jayapura
6078,user6078,pass6078,Semarang
6079,user6079,pass6079,Makassar
6080,user6080,pass6080,Wanggar
6081,user6081,pass6081,Tanjung Pinang
6082,user6082,pass6082,Palu
6083,user6083,pass6083,Makassar
6084,user6084,pass6084,Wanggar
6085,user6085,pass6085,Semarang
6086,user6086,pass6086,Gorontalo
6087,user6087,pass6087,Pekanbaru
6088,user6088,pass6088,Jakarta
6089,user6089,pass6089,Sorong
6090,user6090,pass6090,Bandung
6091,user6091,pass6091,Jayapura
6092,user6092,pass6092,Palangkaraya
6093,user6093,pass6093,Ambon
6094,user6094,pass6094,Yogyakarta
6095,user6095,pass6095,Gorontalo
6096,user6096,pass6096,Jayapura
6097,user6097,pass6097,Manokwari
6098,user6098,pass6098,Surabaya
6099,user6099,pass6099,Salor
6100,user6100,pass6100,Kupang
6101,user6101,pass6101,Denpasar
6102,user6102,pass6102,Bengkulu
6103,user6103,pass6103,Samarinda
6104,user6104,pass6104,Bandar Lampung
6105,user6105,pass6105,Sorong
6106,user6106,pass6106,Pontianak
6107,user6107,pass6107,Pekanbaru
6108,user6108,pass6108,Ambon
6109,user6109,pass6109,Surabaya
6110,user6110,pass6110,Sorong
6111,user6111,pass6111,Wanggar
6112,user6112,pass6112,Jakarta
6113,user6113,pass6113,Wanggar
6114,user6114,pass6114,Palembang
6115,user6115,pass6115,Wanggar
6116,user6116,pass6116,Palangkaraya
6117,user6117,pass6117,Pontianak
6118,user6118,pass6118,Sofifi
6119,user6119,pass6119,Kendari
6120,user6120,pass6120,Walesi
6121,user6121,pass6121,Bandar Lampung
6122,user6122,pass6122,Surabaya
6123,user6123,pass6123,Pangkal Pinang
6124,user6124,pass6124,Walesi
6125,user6125,pass6125,Palu
6126,user6126,pass6126,Kupang
6127,user6127,pass6127,Pekanbaru
6128,user6128,pass6128,Banda Aceh
6129,user6129,pass6129,Jayapura
6130,user6130,pass6130,Pontianak
6131,user6131,pass6131,Gorontalo
6132,user6132,pass6132,Mamuju
6133,user6133,pass6133,Sofifi
6134,user6134,pass6134,Pangkal Pinang
6135,user6135,pass6135,Jambi
6136,user6136,pass6136,Tanjung Pinang
6137,user6137,pass6137,Pontianak
6138,user6138,pass6138,Samarinda
6139,user6139,pass6139,Pangkal Pinang
6140,user6140,pass6140,Bandar Lampung
6141,user6141,pass6141,Bandar Lampung
6142,user6142,pass6142,Denpasar
6143,user6143,pass6143,Gorontalo
6144,user6144,pass6144,Mamuju
6145,user6145,pass6145,Palu
6146,user6146,pass6146,Bandung
6147,user6147,pass6147,Pekanbaru
6148,user6148,pass6148,Ambon
6149,user6149,pass6149,Manokwari
6150,user6150,pass6150,Kendari
6151,user6151,pass6151,Bandung
6152,user6152,pass6152,Wanggar
6153,user6153,pass6153,Padang
6154,user6154,pass6154,Makassar
6155,user6155,pass6155,Jakarta
6156,user6156,pass6156,Mataram
6157,user6157,pass6157,Samarinda
6158,user6158,pass6158,Yogyakarta
6159,user6159,pass6159,Banda Aceh
6160,user6160,pass6160,Mamuju
6161,user6161,pass6161,Palangkaraya
6162,user6162,pass6162,Pontianak
6163,user6163,pass6163,Walesi
6164,user6164,pass6164,Manokwari
6165,user6165,pass6165,Gorontalo
6166,user6166,pass6166,Makassar
6167,user6167,pass6167,Tanjung Selor
6168,user6168,pass6168,Denpasar
6169,user6169,pass6169,Mataram
6170,user6170,pass6170,Pangkal Pinang
6171,user6171,pass6171,Samarinda
6172,user6172,pass6172,Sofifi
6173,user6173,pass6173,Tanjung Selor
6174,user6174,pass6174,Ambon
6175,user6175,pass6175,Mamuju
6176,user6176,pass6176,Medan
6177,user6177,pass6177,Gorontalo
6178,user6178,pass6178,Jakarta
6179,user6179,pass6179,Gorontalo
6180,user6180,pass6180,Samarinda
6181,user6181,pass6181,Bengkulu
6182,user6182,pass6182,Gorontalo
6183,user6183,pass6183,Bandar Lampung
6184,user6184,pass6184,Bandung
6185,user6185,pass6185,Pangkal Pinang
6186,user6186,pass6186,Makassar
6187,user6187,pass6187,Kupang
6188,user6188,pass6188,Surabaya
6189,user6189,pass6189,Jambi
6190,user6190,pass6190,Denpasar
6191,user6191,pass6191,Yogyakarta
6192,user6192,pass6192,Walesi
6193,user6193,pass6193,Jambi
6194,user6194,pass6194,Mamuju
6195,user6195,pass6195,Makassar
6196,user6196,pass6196,Pangkal Pinang
6197,user6197,pass6197,Samarinda
6198,user6198,pass6198,Manado
6199,user6199,pass6199,Kendari
6200,user6200,pass6200,Gorontalo
6201,user6201,pass6201,Jambi
6202,user6202,pass6202,Serang
6203,user6203,pass6203,Gorontalo
6204,user6204,pass6204,Jakarta
6205,user6205,pass6205,Semarang
6206,user6206,pass6206,Kendari
6207,user6207,pass6207,Denpasar
6208,user6208,pass6208,Bandung
6209,user6209,pass6209,Serang
6210,user6210,pass6210,Tanjung Pinang
6211,user6211,pass6211,Tanjung Pinang
6212,user6212,pass6212,Yogyakarta
6213,user6213,pass6213,Palu
6214,user6214,pass6214,Semarang
6215,user6215,pass6215,Tanjung Pinang
6216,user6216,pass6216,Bandung
6217,user6217,pass6217,Mataram
6218,user6218,pass6218,Kendari
6219,user6219,pass6219,Pontianak
6220,user6220,pass6220,Mataram
6221,user6221,pass6221,Palu
6222,user6222,pass6222,Mamuju
6223,user6223,pass6223,Palu
6224,user6224,pass6224,Semarang
6225,user6225,pass6225,Jambi
6226,user6226,pass6226,Kupang
6227,user6227,pass6227,Tanjung Pinang
6228,user6228,pass6228,Samarinda
6229,user6229,pass6229,Makassar
6230,user6230,pass6230,Jakarta
6231,user6231,pass6231,Kendari
6232,user6232,pass6232,Surabaya
6233,user6233,pass6233,Pontianak
6234,user6234,pass6234,Medan
6235,user6235,pass6235,Kendari
6236,user6236,pass6236,Makassar
6237,user6237,pass6237,Surabaya
6238,user6238,pass6238,Gorontalo
6239,user6239,pass6239,Surabaya
6240,user6240,pass6240,Bandar Lampung
6241,user6241,pass6241,Pangkal Pinang
6242,user6242,pass6242,Makassar
6243,user6243,pass6243,Sorong
6244,user6244,pass6244,Mataram
6245,user6245,pass6245,Yogyakarta
6246,user6246,pass6246,Palu
6247,user6247,pass6247,Sorong
6248,user6248,pass6248,Sofifi
6249,user6249,pass6249,Palu
6250,user6250,pass6250,Wanggar
6251,user6251,pass6251,Banjarmasin
6252,user6252,pass6252,Mamuju
6253,user6253,pass6253,Sofifi
6254,user6254,pass6254,Wanggar
6255,user6255,pass6255,Tanjung Selor
6256,user6256,pass6256,Samarinda
6257,user6257,pass6257,Semarang
6258,user6258,pass6258,Sorong
6259,user6259,pass6259,Serang
6260,user6260,pass6260,Jayapura
6261,user6261,pass6261,Semarang
6262,user6262,pass6262,Bengkulu
6263,user6263,pass6263,Ambon
6264,user6264,pass6264,Jambi
6265,user6265,pass6265,Sofifi
6266,user6266,pass6266,Medan
6267,user6267,pass6267,Palu
6268,user6268,pass6268,Bandung
6269,user6269,pass6269,Tanjung Pinang
6270,user6270,pass6270,Bandung
6271,user6271,pass6271,Makassar
6272,user6272,pass6272,Banda Aceh
6273,user6273,pass6273,Tanjung Pinang
6274,user6274,pass6274,Samarinda
6275,user6275,pass6275,Walesi
6276,user6276,pass6276,Bandar Lampung
6277,user6277,pass6277,Yogyakarta
6278,user6278,pass6278,Tanjung Selor
6279,user6279,pass6279,Samarinda
6280,user6280,pass6280,Sofifi
6281,user6281,pass6281,Yogyakarta
6282,user6282,pass6282,Salor
6283,user6283,pass6283,Sorong
6284,user6284,pass6284,Samarinda
6285,user6285,pass6285,Pontianak
6286,user6286,pass6286,Gorontalo
6287,user6287,pass6287,Ambon
6288,user6288,pass6288,Semarang
6289,user6289,pass6289,Ambon
6290,user6290,pass6290,Bengkulu
6291,user6291,pass6291,Manokwari
6292,user6292,pass6292,Serang
6293,user6293,pass6293,Padang
6294,user6294,pass6294,Mataram
6295,user6295,pass6295,Mataram
6296,user6296,pass6296,Manokwari
6297,user6297,pass6297,Kendari
6298,user6298,pass6298,Denpasar
6299,user6299,pass6299,Walesi
6300,user6300,pass6300,Palu
6301,user6301,pass6301,Medan
6302,user6302,pass6302,Surabaya
6303,user6303,pass6303,Palembang
6304,user6304,pass6304,Denpasar
6305,user6305,pass6305,Jayapura
6306,user6306,pass6306,Bengkulu
6307,user6307,pass6307,Mataram
6308,user6308,pass6308,Samarinda
6309,user6309,pass6309,Gorontalo
6310,user6310,pass6310,Jakarta
6311,user6311,pass6311,Palu
6312,user6312,pass6312,Surabaya
6313,user6313,pass6313,Denpasar
6314,user6314,pass6314,Palu
6315,user6315,pass6315,Yogyakarta
6316,user6316,pass6316,Bengkulu
6317,user6317,pass6317,Manado
6318,user6318,pass6318,Jakarta
6319,user6319,pass6319,Sofifi
6320,user6320,pass6320,Pangkal Pinang
6321,user6321,pass6321,Bandar Lampung
6322,user6322,pass6322,Jambi
6323,user6323,pass6323,Jambi
6324,user6324,pass6324,Palu
6325,user6325,pass6325,Mamuju
6326,user6326,pass6326,Semarang
6327,user6327,pass6327,Padang
6328,user6328,pass6328,Medan
6329,user6329,pass6329,Kendari
6330,user6330,pass6330,Manokwari
6331,user6331,pass6331,Banjarmasin
6332,user6332,pass6332,Denpasar
6333,user6333,pass6333,Sorong
6334,user6334,pass6334,Ambon
6335,user6335,pass6335,Mataram
6336,user6336,pass6336,Jayapura
6337,user6337,pass6337,Mamuju
6338,user6338,pass6338,Kupang
6339,user6339,pass6339,Pekanbaru
6340,user6340,pass6340,Wanggar
6341,user6341,pass6341,Jayapura
6342,user6342,pass6342,Walesi
6343,user6343,pass6343,Kupang
6344,user6344,pass6344,Mamuju
6345,user6345,pass6345,Banjarmasin
6346,user6346,pass6346,Jakarta
6347,user6347,pass6347,Semarang
6348,user6348,pass6348,Palu
6349,user6349,pass6349,Manokwari
6350,user6350,pass6350,Semarang
6351,user6351,pass6351,Pekanbaru
6352,user6352,pass6352,Medan
6353,user6353,pass6353,Sofifi
6354,user6354,pass6354,Banda Aceh
6355,user6355,pass6355,Pekanbaru
6356,user6356,pass6356,Tanjung Pinang
6357,user6357,pass6357,Denpasar
6358,user6358,pass6358,Ambon
6359,user6359,pass6359,Semarang
6360,user6360,pass6360,Denpasar
6361,user6361,pass6361,Palembang
6362,user6362,pass6362,Mataram
6363,user6363,pass6363,Denpasar
6364,user6364,pass6364,Serang
6365,user6365,pass6365,Palangkaraya
6366,user6366,pass6366,Serang
6367,user6367,pass6367,Banda Aceh
6368,user6368,pass6368,Bengkulu
6369,user6369,pass6369,Bandar Lampung
6370,user6370,pass6370,Pontianak
6371,user6371,pass6371,Palangkaraya
6372,user6372,pass6372,Manado
6373,user6373,pass6373,Semarang
6374,user6374,pass6374,Gorontalo
6375,user6375,pass6375,Banda Aceh
6376,user6376,pass6376,Yogyakarta
6377,user6377,pass6377,Kupang
6378,user6378,pass6378,Pontianak
6379,user6379,pass6379,Palu
6380,user6380,pass6380,Jambi
6381,user6381,pass6381,Walesi
6382,user6382,pass6382,Yogyakarta
6383,user6383,pass6383,Medan
6384,user6384,pass6384,Kendari
6385,user6385,pass6385,Denpasar
6386,user6386,pass6386,Jayapura
6387,user6387,pass6387,Kendari
6388,user6388,pass6388,Manado
6389,user6389,pass6389,Denpasar
6390,user6390,pass6390,Pontianak
6391,user6391,pass6391,Pontianak
6392,user6392,pass6392,Serang
6393,user6393,pass6393,Bandung
6394,user6394,pass6394,Yogyakarta
6395,user6395,pass6395,Salor
6396,user6396,pass6396,Palu
6397,user6397,pass6397,Banda Aceh
6398,user6398,pass6398,Jayapura
6399,user6399,pass6399,Bandung
6400,user6400,pass6400,Banjarmasin
6401,user6401,pass6401,Bandung
6402,user6402,pass6402,Palangkaraya
6403,user6403,pass6403,Kendari
6404,user6404,pass6404,Kendari
6405,user6405,pass6405,Sofifi
6406,user6406,pass6406,Yogyakarta
6407,user6407,pass6407,Bengkulu
6408,user6408,pass6408,Ambon
6409,user6409,pass6409,Makassar
6410,user6410,pass6410,Bandung
6411,user6411,pass6411,Palu
6412,user6412,pass6412,Pekanbaru
6413,user6413,pass6413,Gorontalo
6414,user6414,pass6414,Pekanbaru
6415,user6415,pass6415,Salor
6416,user6416,pass6416,Jakarta
6417,user6417,pass6417,Jambi
6418,user6418,pass6418,Samarinda
6419,user6419,pass6419,Banjarmasin
6420,user6420,pass6420,Pangkal Pinang
6421,user6421,pass6421,Mataram
6422,user6422,pass6422,Jakarta
6423,user6423,pass6423,Pangkal Pinang
6424,user6424,pass6424,Serang
6425,user6425,pass6425,Pekanbaru
6426,user6426,pass6426,Samarinda
6427,user6427,pass6427,Banjarmasin
6428,user6428,pass6428,Palembang
6429,user6429,pass6429,Sofifi
6430,user6430,pass6430,Jayapura
6431,user6431,pass6431,Makassar
6432,user6432,pass6432,Sofifi
6433,user6433,pass6433,Mamuju
6434,user6434,pass6434,Surabaya
6435,user6435,pass6435,Surabaya
6436,user6436,pass6436,Manokwari
6437,user6437,pass6437,Semarang
6438,user6438,pass6438,Kendari
6439,user6439,pass6439,Samarinda
6440,user6440,pass6440,Salor
6441,user6441,pass6441,Denpasar
6442,user6442,pass6442,Sofifi
6443,user6443,pass6443,Bandar Lampung
6444,user6444,pass6444,Kupang
6445,user6445,pass6445,Tanjung Pinang
6446,user6446,pass6446,Mataram
6447,user6447,pass6447,Palu
6448,user6448,pass6448,Yogyakarta
6449,user6449,pass6449,Jambi
6450,user6450,pass6450,Palu
6451,user6451,pass6451,Salor
6452,user6452,pass6452,Walesi
6453,user6453,pass6453,Sofifi
6454,user6454,pass6454,Padang
6455,user6455,pass6455,Manado
6456,user6456,pass6456,Ambon
6457,user6457,pass6457,Manokwari
6458,user6458,pass6458,Medan
6459,user6459,pass6459,Banda Aceh
6460,user6460,pass6460,Jayapura
6461,user6461,pass6461,Mataram
6462,user6462,pass6462,Gorontalo
6463,user6463,pass6463,Tanjung Selor
6464,user6464,pass6464,Manokwari
6465,user6465,pass6465,Bandar Lampung
6466,user6466,pass6466,Denpasar
6467,user6467,pass6467,Manado
6468,user6468,pass6468,Jakarta
6469,user6469,pass6469,Kupang
6470,user6470,pass6470,Mamuju
6471,user6471,pass6471,Manokwari
6472,user6472,pass6472,Salor
6473,user6473,pass6473,Sorong
6474,user6474,pass6474,Manado
6475,user6475,pass6475,Semarang
6476,user6476,pass6476,Palembang
6477,user6477,pass6477,Yogyakarta
6478,user6478,pass6478,Tanjung Pinang
6479,user6479,pass6479,Padang
6480,user6480,pass6480,Medan
6481,user6481,pass6481,Kupang
6482,user6482,pass6482,Tanjung Pinang
6483,user6483,pass6483,Manokwari
6484,user6484,pass6484,Bandar Lampung
6485,user6485,pass6485,Banda Aceh
6486,user6486,pass6486,Ambon
6487,user6487,pass6487,Sorong
6488,user6488,pass6488,Jayapura
6489,user6489,pass6489,Pangkal Pinang
6490,user6490,pass6490,Jakarta
6491,user6491,pass6491,Bandung
6492,user6492,pass6492,Jambi
6493,user6493,pass6493,Walesi
6494,user6494,pass6494,Medan
6495,user6495,pass6495,Yogyakarta
6496,user6496,pass6496,Bandung
6497,user6497,pass6497,Salor
6498,user6498,pass6498,Samarinda
6499,user6499,pass6499,Tanjung Pinang
6500,user6500,pass6500,Medan
6501,user6501,pass6501,Serang
6502,user6502,pass6502,Banda Aceh
6503,user6503,pass6503,Yogyakarta
6504,user6504,pass6504,Jakarta
6505,user6505,pass6505,Yogyakarta
6506,user6506,pass6506,Sofifi
6507,user6507,pass6507,Wanggar
6508,user6508,pass6508,Salor
6509,user6509,pass6509,Bandar Lampung
6510,user6510,pass6510,Ambon
6511,user6511,pass6511,Banjarmasin
6512,user6512,pass6512,Jambi
6513,user6513,pass6513,Surabaya
6514,user6514,pass6514,Tanjung Pinang
6515,user6515,pass6515,Palangkaraya
6516,user6516,pass6516,Palangkaraya
6517,user6517,pass6517,Jakarta
6518,user6518,pass6518,Jambi
6519,user6519,pass6519,Jakarta
6520,user6520,pass6520,Palembang
6521,user6521,pass6521,Manokwari
6522,user6522,pass6522,Palangkaraya
6523,user6523,pass6523,Denpasar
6524,user6524,pass6524,Wanggar
6525,user6525,pass6525,Tanjung Pinang
6526,user6526,pass6526,Manokwari
6527,user6527,pass6527,Banda Aceh
6528,user6528,pass6528,Palembang
6529,user6529,pass6529,Banjarmasin
6530,user6530,pass6530,Bengkulu
6531,user6531,pass6531,Makassar
6532,user6532,pass6532,Palembang
6533,user6533,pass6533,Palembang
6534,user6534,pass6534,Kendari
6535,user6535,pass6535,Tanjung Pinang
6536,user6536,pass6536,Gorontalo
6537,user6537,pass6537,Banda Aceh
6538,user6538,pass6538,Gorontalo
6539,user6539,pass6539,Banjarmasin
6540,user6540,pass6540,Mamuju
6541,user6541,pass6541,Samarinda
6542,user6542,pass6542,Sofifi
6543,user6543,pass6543,Jakarta
6544,user6544,pass6544,Palangkaraya
6545,user6545,pass6545,Banjarmasin
6546,user6546,pass6546,Walesi
6547,user6547,pass6547,Palangkaraya
6548,user6548,pass6548,Walesi
6549,user6549,pass6549,Wanggar
6550,user6550,pass6550,Medan
6551,user6551,pass6551,Wanggar
6552,user6552,pass6552,Wanggar
6553,user6553,pass6553,Tanjung Pinang
6554,user6554,pass6554,Banda Aceh
6555,user6555,pass6555,Pangkal Pinang
6556,user6556,pass6556,Manado
6557,user6557,pass6557,Bandung
6558,user6558,pass6558,Jambi
6559,user6559,pass6559,Gorontalo
6560,user6560,pass6560,Semarang
6561,user6561,pass6561,Denpasar
6562,user6562,pass6562,Tanjung Pinang
6563,user6563,pass6563,Gorontalo
6564,user6564,pass6564,Pangkal Pinang
6565,user6565,pass6565,Gorontalo
6566,user6566,pass6566,Gorontalo
6567,user6567,pass6567,Serang
6568,user6568,pass6568,Pangkal Pinang
6569,user6569,pass6569,Pontianak
6570,user6570,pass6570,Pangkal Pinang
6571,user6571,pass6571,Walesi
6572,user6572,pass6572,Samarinda
6573,user6573,pass6573,Bengkulu
6574,user6574,pass6574,Palangkaraya
6575,user6575,pass6575,Jayapura
6576,user6576,pass6576,Kendari
6577,user6577,pass6577,Banjarmasin
6578,user6578,pass6578,Gorontalo
6579,user6579,pass6579,Makassar
6580,user6580,pass6580,Makassar
6581,user6581,pass6581,Pekanbaru
6582,user6582,pass6582,Yogyakarta
6583,user6583,pass6583,Palu
6584,user6584,pass6584,Manado
6585,user6585,pass6585,Padang
6586,user6586,pass6586,Walesi
6587,user6587,pass6587,Pangkal Pinang
6588,user6588,pass6588,Palu
6589,user6589,pass6589,Pangkal Pinang
6590,user6590,pass6590,Walesi
6591,user6591,pass6591,Palembang
6592,user6592,pass6592,Tanjung Pinang
6593,user6593,pass6593,Jambi
6594,user6594,pass6594,Manado
6595,user6595,pass6595,Tanjung Pinang
6596,user6596,pass6596,Palangkaraya
6597,user6597,pass6597,Sofifi
6598,user6598,pass6598,Kupang
6599,user6599,pass6599,Kendari
6600,user6600,pass6600,Bandar Lampung
6601,user6601,pass6601,Tanjung Selor
6602,user6602,pass6602,Pangkal Pinang
6603,user6603,pass6603,Palembang
6604,user6604,pass6604,Padang
6605,user6605,pass6605,Banjarmasin
6606,user6606,pass6606,Pekanbaru
6607,user6607,pass6607,Banjarmasin
6608,user6608,pass6608,Pangkal Pinang
6609,user6609,pass6609,Sofifi
6610,user6610,pass6610,Ambon
6611,user6611,pass6611,Palembang
6612,user6612,pass6612,Bandung
6613,user6613,pass6613,Bengkulu
6614,user6614,pass6614,Pontianak
6615,user6615,pass6615,Banda Aceh
6616,user6616,pass6616,Jambi
6617,user6617,pass6617,Kupang
6618,user6618,pass6618,Serang
6619,user6619,pass6619,Jakarta
6620,user6620,pass6620,Serang
6621,user6621,pass6621,Sorong
6622,user6622,pass6622,Pekanbaru
6623,user6623,pass6623,Banda Aceh
6624,user6624,pass6624,Bengkulu
6625,user6625,pass6625,Mamuju
6626,user6626,pass6626,Makassar
6627,user6627,pass6627,Palangkaraya
6628,user6628,pass6628,Palembang
6629,user6629,pass6629,Manokwari
